goods_no,category,base_cat,brand,brand_name,title,style_no,similar_no,gender,season,season_year,thumbnail,price_normal,price_final,review_count,review_score,purchase_total,page_view,fit,touch,elasticity,sheer,thickness,wear_season,color_codes,sizes,gallery,tags,size_type,size_measures,survey,ai_summary,ingest_tag,fetched_at
4144506,001001,001001,netsocialclub,넷소셜클럽,싸이버 보이 반팔티 (화이트),NSB4STST23AWH,4144505,공용,1,2024,https://image.msscdn.net/images/goods_img/20240521/4144506/4144506_17162668564834_500.jpg,43000,19900,13,96,177,1073,레귤러,보통,보통,보통,보통,"봄,여름",{1},"{WHITE^L,WHITE^M,WHITE^S,WHITE^XL}",{/images/prd_img/20240521/4144506/detail_4144506_17822916475244_500.jpg},"{바캉스룩,반팔,반팔티,반팔티셔츠,반팔티추천,여름반팔티,오버핏반팔,티셔츠}",5,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 68.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 73.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 64.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
4144560,001001,001001,netsocialclub,넷소셜클럽,비비드 스트레이트 로고 반팔티 (버건디),NSB4STST12ABD,4144569,공용,1,2024,https://image.msscdn.net/images/goods_img/20240521/4144560/4144560_17162670397183_500.jpg,42000,17800,24,96,283,2302,레귤러,보통,보통,보통,보통,"봄,여름",{49},"{BURGUNDY^L,BURGUNDY^M,BURGUNDY^S,BURGUNDY^XL}",{/images/prd_img/20240521/4144560/detail_4144560_17822917117798_500.jpg},"{그래픽티셔츠,반소매티셔츠,반팔,반팔티,반팔티셔츠,반팔티추천,여름반팔티}",5,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 68.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 73.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 64.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}","{""goodsNo"": 4144560, ""isShared"": true, ""reaction"": {}, ""keywordSummaries"": [], ""sentimentSummary"": {""negative"": ""가끔 얇아서 더운 날씨에 시원하게 입을 수 있어요. 일부 후기에서는 땀이 났을 때 티가 난다고 해요."", ""positive"": ""소재가 부드럽고 가벼워서 착용감이 편해요. 사이즈가 정사이즈로 나와서 잘 맞고 활동하기 좋아요. 디자인이 깔끔해서 다양한 코디에 잘 어울려요. 가격 대비 품질이 좋아서 재구매 의사가 있어요.""}}",,2026-08-12 03:47:03.50325+00
4179726,001001,001001,mariagedebien,마리아쥬드비엔,BLACK TEES (046),046,0,남성,1,2024,https://image.msscdn.net/images/goods_img/20240605/4179726/4179726_17839263477423_500.jpg,59000,59000,1,60,0,0,,,,,,,{2},"{0,1,2,3}",,,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 19.5, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 75.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 65.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 78.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
4180235,001001,001001,mariagedebien,마리아쥬드비엔,BLACK TEES (056),056,0,남성,1,2024,https://image.msscdn.net/images/goods_img/20240605/4180235/4180235_17834052369034_500.jpg,64000,64000,2,100,0,0,,,,,,,{2},"{0,1,2,3}",,,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 19.5, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 75.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 65.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 78.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
4248951,001001,001001,mariagedebien,마리아쥬드비엔,WHITE TEES (294),294,0,남성,1,2024,https://image.msscdn.net/images/goods_img/20240715/4248951/4248951_17840955700811_500.jpg,59000,59000,0,0,0,0,,,,,,,{1},"{0,1,2,3}",,,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 52.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 19.5, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 75.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 65.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 78.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4615700,001004,001004,blaklader,블라크라더,3D 후드 3530,35301158,0,남성,0,0000,https://image.msscdn.net/images/goods_img/20241114/4615700/4615700_17810582334096_500.jpg,156000,156000,0,0,0,0,,,,,,,{34},"{S,M,L}","{/images/prd_img/20241114/4615700/detail_4615700_17810582339948_500.jpg,/images/prd_img/20241114/4615700/detail_4615700_17810582341342_500.jpg}","{볼디스트,비즐리,워크웨어,워크웨어패션,후드티}",21,"[{""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 48.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 54.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 65.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 65.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 72.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 66.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4898113,001001,017016005,biltmore,빌트모아,여성 자카드 스트라이프 냉감 라운드 티셔츠,K0RWSH1070,0,여성,1,0000,https://image.msscdn.net/images/goods_img/20250314/4898113/4898113_17520238636224_500.jpg,9900,9900,1,100,0,0,레귤러,부드러움,있음,약간 있음,얇음,여름,"{1,10,36}","{네이비^90,네이비^95,네이비^100,네이비^105,핑크^90,핑크^95,핑크^100,핑크^105,화이트^90,화이트^95,화이트^100,화이트^105}","{/images/prd_img/20250314/4898113/detail_4898113_17520238719895_500.jpg,/images/prd_img/20250314/4898113/detail_4898113_17520238729517_500.jpg,/images/prd_img/20250314/4898113/detail_4898113_17520238738755_500.jpg}","{골프반팔,골프웨어,골프티셔츠,냉감티셔츠,여성골프웨어,우먼스티셔츠,이너티셔츠,쿨아이템}",5,"[{""name"": ""90"", ""items"": [{""name"": ""총장"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 37.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 45.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""95"", ""items"": [{""name"": ""총장"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 39.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 47.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""100"", ""items"": [{""name"": ""총장"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 40.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 24.0, ""recommendSizeRange"": 5}]}, {""name"": ""105"", ""items"": [{""name"": ""총장"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 42.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 52.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 25.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
4898219,001001,017016005,biltmore,빌트모아,여성 골프 PIQUE 폴로 반팔 티셔츠,B0RWSH1072,0,여성,1,0000,https://image.msscdn.net/images/goods_img/20250314/4898219/4898219_17800332654617_500.jpg,29000,29000,0,0,0,0,레귤러,부드러움,있음,없음,얇음,여름,"{1,10,12,7}","{T블루^90,T블루^95,T블루^100,T블루^105,핑크^90,핑크^95,핑크^100,핑크^105,화이트^90,화이트^95,화이트^100,화이트^105,오렌지^90,오렌지^95,오렌지^100,오렌지^105}","{/images/prd_img/20250314/4898219/detail_4898219_17520204712522_500.jpg,/images/prd_img/20250314/4898219/detail_4898219_17520204721763_500.jpg,/images/prd_img/20250314/4898219/detail_4898219_17800332521884_500.jpg}","{골프웨어,골프티셔츠,반소매,반소매티셔츠,여성골프티셔츠,카라티셔츠,피케티셔츠}",5,"[{""name"": ""90"", ""items"": [{""name"": ""총장"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 36.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 91.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""95"", ""items"": [{""name"": ""총장"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 38.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 96.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""100"", ""items"": [{""name"": ""총장"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 39.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 101.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""105"", ""items"": [{""name"": ""총장"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 41.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 106.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4950788,001001,017016005,biltmore,빌트모아,KXG 여성 여름 골프웨어 FLAME 반집업 티셔츠 X0RWSH1060,X0RWSH1060,0,여성,1,0000,https://image.msscdn.net/images/goods_img/20250327/4950788/4950788_17520327949880_500.jpg,35000,35000,0,0,0,0,레귤러,부드러움,있음,없음,얇음,여름,"{12,8}","{퍼플^90,퍼플^95,퍼플^100,퍼플^105,오렌지^90,오렌지^95,오렌지^100,오렌지^105}","{/images/prd_img/20250327/4950788/detail_4950788_17520328016103_500.jpg,/images/prd_img/20250327/4950788/detail_4950788_17520328023764_500.jpg,/images/prd_img/20250327/4950788/detail_4950788_17520328032054_500.jpg,/images/prd_img/20250327/4950788/detail_4950788_17520328040534_500.jpg,/images/prd_img/20250327/4950788/detail_4950788_17520328048886_500.jpg}","{골프웨어,골프티셔츠,냉감티셔츠,반팔티셔츠,여성골프웨어,여성골프티셔츠,우먼스티셔츠}",5,"[{""name"": ""90"", ""items"": [{""name"": ""총장"", ""value"": 58.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 36.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 45.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 20.0, ""recommendSizeRange"": 5}]}, {""name"": ""95"", ""items"": [{""name"": ""총장"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 38.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 47.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 21.0, ""recommendSizeRange"": 5}]}, {""name"": ""100"", ""items"": [{""name"": ""총장"", ""value"": 61.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 39.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 50.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 22.0, ""recommendSizeRange"": 5}]}, {""name"": ""105"", ""items"": [{""name"": ""총장"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 41.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 52.5, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4981386,001001,001001,islandproject,아일랜드 프로젝트,Classic JEJU 1955 T-Shirt - Navy,P00000HU,0,공용,1,2025,https://image.msscdn.net/images/goods_img/20250403/4981386/4981386_17841877392408_500.jpg,45000,45000,0,0,0,0,,,,,,,{36},"{네이비^1,네이비^2,네이비^0}","{/images/prd_img/20250403/4981386/detail_4981386_17841877399137_500.jpg,/images/prd_img/20250403/4981386/detail_4981386_17841877400861_500.jpg,/images/prd_img/20250403/4981386/detail_4981386_17841877402525_500.jpg,/images/prd_img/20250403/4981386/detail_4981386_17841877404206_500.jpg,/images/prd_img/20250403/4981386/detail_4981386_17841877405888_500.jpg}",,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4981427,001001,001001,islandproject,아일랜드 프로젝트,Classic JEJU 1955 T-Shirt - White,P00000HW,0,공용,1,2025,https://image.msscdn.net/images/goods_img/20250403/4981427/4981427_17841886204156_500.jpg,45000,45000,0,0,0,0,,,,,,,{1},"{화이트^1,화이트^2,화이트^0}","{/images/prd_img/20250403/4981427/detail_4981427_17841886209918_500.jpg,/images/prd_img/20250403/4981427/detail_4981427_17841886211188_500.jpg,/images/prd_img/20250403/4981427/detail_4981427_17841886212891_500.jpg,/images/prd_img/20250403/4981427/detail_4981427_17841886214382_500.jpg,/images/prd_img/20250403/4981427/detail_4981427_17841886215842_500.jpg}",,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4981455,001001,001001,islandproject,아일랜드 프로젝트,Classic JEJU 1955 T-Shirt - Black,P00000HV,0,공용,1,2025,https://image.msscdn.net/images/goods_img/20250403/4981455/4981455_17841877177323_500.jpg,45000,45000,0,0,0,0,,,,,,,{2},"{블랙^1,블랙^2,블랙^0}","{/images/prd_img/20250403/4981455/detail_4981455_17841877183135_500.jpg,/images/prd_img/20250403/4981455/detail_4981455_17841877184526_500.jpg,/images/prd_img/20250403/4981455/detail_4981455_17841877185964_500.jpg,/images/prd_img/20250403/4981455/detail_4981455_17841877187373_500.jpg,/images/prd_img/20250403/4981455/detail_4981455_17841877188862_500.jpg}",,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4981614,001001,001001,islandproject,아일랜드 프로젝트,Mandarine Bear Head T-shirt - Navy,P0000BIT,4981601,공용,1,2025,https://image.msscdn.net/images/goods_img/20250403/4981614/4981614_17852093802197_500.jpg,49000,49000,0,0,0,0,,,,,,,{36},"{네이비^1,네이비^2,네이비^0}","{/images/prd_img/20250403/4981614/detail_4981614_17536709570029_500.png,/images/prd_img/20250403/4981614/detail_4981614_17522647993796_500.jpg,/images/prd_img/20250403/4981614/detail_4981614_17522647996678_500.jpg,/images/prd_img/20250403/4981614/detail_4981614_17852093814533_500.jpg,/images/prd_img/20250403/4981614/detail_4981614_17852093816624_500.jpg}","{그래픽티셔츠,반팔티셔츠,여름반팔티,여자반팔,오버핏,오버핏반팔}",5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 0.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
4981621,001001,001001,islandproject,아일랜드 프로젝트,Mandarine Bear Head T-shirt - Black,P0000BIR,4981601,공용,1,2025,https://image.msscdn.net/images/goods_img/20250403/4981621/4981621_17860064369143_500.jpg,49000,49000,0,0,0,0,,,,,,,{2},"{블랙^1,블랙^2,블랙^0}","{/images/prd_img/20250403/4981621/detail_4981621_17860064374783_500.jpg,/images/prd_img/20250403/4981621/detail_4981621_17860064376167_500.jpg,/images/prd_img/20250403/4981621/detail_4981621_17860064377569_500.jpg,/images/prd_img/20250403/4981621/detail_4981621_17860064379045_500.jpg}",,5,"[{""name"": ""0"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 0.0, ""recommendSizeRange"": 5}]}, {""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 56.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 59.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 76.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 58.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 61.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 23.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
